usajobs_control_number,usajobs_url,position_title,agency,department,min_grade,max_grade,source_year,edu_category,edu_reasoning,edu_key_quote
856103800,https://www.usajobs.gov/job/856103800,IT PROJECT MANAGER (PLCYPLN),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly says there is no substitution of education for qualifying experience at GG-13, and it requires qualifying experience instead. Since there is no grade where a degree is strictly required, this is no_education.",There is no substitution of education for the qualifying experience at the GG-13 grade level.
856014500,https://www.usajobs.gov/job/856014500,LEAD IT CYBERSECURITY SPECIALIST (APPSW/INFOSEC),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting explicitly says education is not substitutable at this grade level and then lists only a basic IT experience requirement plus specialized experience. There is no statement that a degree is required to qualify.,Education is not substitutable for specialized experience at this grade level.
856181500,https://www.usajobs.gov/job/856181500,SUPV ITSPEC (INFOSEC) (SQUADRON COMMANDER) (Title 32),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The qualifications section relies on general and specialized experience, and the mention of OPM Alternative A indicates education is optional rather than required. There is no statement that a degree is mandatory at any grade level.","GENERAL EXPERIENCE: Work in this series includes managing, supervising, leading, administering, developing, delivering, and supporting information technology (IT) systems and services."
856184700,https://www.usajobs.gov/job/856184700,IT Specialist (SYSADMIN/INFOSEC),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting requires specialized experience and explicitly says education cannot be used instead of experience for this grade level. There is no degree-only requirement shown anywhere in the text.,Substitution of education may not be used in lieu of specialized experience for this grade level.
856187700,https://www.usajobs.gov/job/856187700,IT CYERSECURITY SPECIALIST (INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly says education cannot be used in place of experience at the GG-12 level, and the qualifications section qualifies candidates based on IT-related experience. This means no grade level requires a degree.",There is no substitution of education for the qualifying experience at the GG-12 grade level.
856194500,https://www.usajobs.gov/job/856194500,IT Specialist (APPSW/OS),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting explicitly states that education cannot replace the required specialized experience for this grade level, and the qualifications section requires specialized experience only. There is no degree requirement here.",Substitution of education may not be used in lieu of specialized experience for this grade level.
856196700,https://www.usajobs.gov/job/856196700,Information Techology Specialist (Data Management),Department of Homeland Security,Department of Homeland Security,GS,GS,2026,no_education,The posting states a basic requirement based on IT-related experience and then gives a GS-13 experience qualification path; the education field only says to see other sections if education is applicable. There is no grade level where a degree is explicitly required with no experience-only alternative.,Basic Requirement: Individuals must have IT-related experience demonstrating each of the four competencies listed below.
856203100,https://www.usajobs.gov/job/856203100,IT CYBERSECURITY SPECIALIST (SYSADMIN/INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting requires IT-related experience and explicitly states that education does not substitute for qualifying experience at the GG-13 level. Since there is no grade level where a degree is strictly required, this is not an education requirement posting.",There is no substitution of education for the qualifying experience at the GG-13 grade level.
856209300,https://www.usajobs.gov/job/856209300,INFORMATION TECHNOLOGY SPECIALIST (INFOSEC/SYSADMIN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting offers education only as an alternative path at GS-11 and does not require a degree at all grade levels; GS-12 is clearly experience-based. Because experience alone qualifies at the highest grade shown, there is no grade where a degree is strictly required.","GS-11: In lieu of specialized experience, you may qualify with the following education: Successfully completed a Ph.D. or equivalent doctoral degree"
856221200,https://www.usajobs.gov/job/856221200,Network Security Lead (INFOSEC),General Services Administration,General Services Administration,GS,GS,2026,no_education,The posting qualifies applicants based on specialized experience and IT-related competencies; the education field only gives foreign education transcript instructions. No degree is stated as strictly required with no experience-only alternative.,"To qualify, you must have at least one year of specialized experience equivalent to the GS-13 level or higher in the Federal service"
856225100,https://www.usajobs.gov/job/856225100,Cyberspace Operations Senior Leader,Department of Defense,Department of Defense,SL,SL,2026,no_education,"The posting explicitly states that education cannot replace experience, and the qualifications section requires technical and senior professional experience rather than a degree. There is no grade level here where a degree is mandatory.",There is no substitution of education for the experience requirement for this position.
856227600,https://www.usajobs.gov/job/856227600,IT Program Manager (ENTARCH/OS),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting says qualification is based on specialized experience and explicitly states that education cannot be used in lieu of that experience for this grade level. There is no degree requirement with no experience-only alternative.,Substitution of education may not be used in lieu of specialized experience for this grade level.
856230100,https://www.usajobs.gov/job/856230100,IT Project Manager/Portfolio Manager,Department of Energy,Department of Energy,GS,GS,2026,no_education,"The posting explicitly states there are no specific education requirements or substitution of education for experience, and the qualifications are based on IT-related experience and specialized experience at GS-13. There is no grade level where a degree is strictly required.",There are no specific education requirements or substitution of education for experience for this position.
856230300,https://www.usajobs.gov/job/856230300,IT Specialist (Enterprise Architecture),Department of Defense,Department of Defense,GS,GS,2026,no_education,"This posting explicitly says education cannot be used instead of specialized experience, and the qualifications are based on specialized experience for the grade level. There is no grade where a degree is strictly required.",Applicants may not qualify for this position based on education in lieu of specialized experience.
856230600,https://www.usajobs.gov/job/856230600,Data Integration and Analytics Support Supervisor,Department of Energy,Department of Energy,GS,GS,2026,no_education,"The posting explicitly states there are no specific education requirements, and the qualifications are based on IT-related experience and competencies. Education is only an optional alternative and not required for any grade level.",There are no specific education requirements or substitution of education for experience for this position.
856233800,https://www.usajobs.gov/job/856233800,Information Technology Specialist,Department of Homeland Security,Department of Homeland Security,GS,GS,2026,no_education,The qualifications section states the basic requirement is IT-related experience and then gives a GS-14 experience path; the education field only says to see other sections if education is applicable. There is no grade level where a degree is required with no experience alternative.,You qualify for this position if you meet the basic requirement listed above and possess one year of specialized experience as described below.
856250600,https://www.usajobs.gov/job/856250600,Supervisory Information Technology Specialist (SYSADMIN/CUSTSPT),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2026,no_education,"The posting qualifies GS-13 based on specialized experience, and the education field explicitly says there is no educational substitution at this grade level rather than requiring a degree. No degree is stated as mandatory.",There is no educational substitution at this grade level.
856252200,https://www.usajobs.gov/job/856252200,Supervisory IT Specialist (Systems Analysis),Department of Health and Human Services,Department of Health and Human Services,GS,GS,2026,no_education,"The qualifications are based on specialized experience at GS-14 and IT-related competencies; no degree is listed as strictly required. The education field is empty, and the text only discusses experience and training qualifications.",you must meet the following: You must demonstrate in your resume at least one year (52 weeks) of qualifying specialized experience equivalent to the GS-14 grade level in the Federal government
856253600,https://www.usajobs.gov/job/856253600,Full Stack Engineer,Department of Health and Human Services,Department of Health and Human Services,GS,GS,2026,no_education,"The posting requires IT-related experience and specialized experience at GS-13/GS-14 levels, with no degree stated anywhere as mandatory. The education field is empty and the qualifications section is experience-based only.","You must have IT-related experience, demonstrated by paid or unpaid experience obtained in either the private or public sector and/or completion of specific, intensive training"
856258600,https://www.usajobs.gov/job/856258600,Data Engineer,Other Agencies and Independent Organizations,Other Agencies and Independent Organizations,GS,GS,2026,no_education,"The posting states a basic requirement based on IT-related experience and then specifies one year of specialized experience at the GS-12 level; there is no statement that a degree is required or that experience cannot be used. The education field is empty, so this is an experience-based qualification posting.",You must have Information Technology (IT) related experience demonstrating each of the following competencies
856261600,https://www.usajobs.gov/job/856261600,Supervisory Information Technology Specialist (Policy/Planning),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2026,no_education,"The posting explicitly states that education cannot be substituted for experience at the grade levels announced, and the qualifications section requires specialized experience only. There is no degree requirement making education mandatory.",There is no substitution of education for experience at the grade level(s) of this announcement.
856265200,https://www.usajobs.gov/job/856265200,"Member of Technical Staff, Frontier Assessment",Department of Commerce,Department of Commerce,ZP,ZP,2026,no_education,The posting explicitly states that qualifications are based on specialized experience only and that education cannot be used to qualify. The summary also lists experience requirements at each grade level with no degree requirement.,Qualifications are based upon meeting specialized experience only. Education cannot be used to qualify for this position.
856266200,https://www.usajobs.gov/job/856266200,"AI Research Scientist, Applied Systems",Department of Commerce,Department of Commerce,ZP,ZP,2026,no_education,The posting explicitly states that qualifications are based on specialized experience only and that education cannot be used to qualify. The qualifications summary also lists experience-only requirements for each grade level.,Qualifications are based upon meeting specialized experience only. Education cannot be used to qualify for this position.
856267100,https://www.usajobs.gov/job/856267100,"Information Technology Career Field (Cyber Security, IT Data Specialist, IT Engineer) STEM",Department of Defense,Department of Defense,GG,GG,2026,no_education,"The education field is empty, and the qualifications summary only gives generic assessment language about education, language, certifications, and experience without stating any degree is required. There is no explicit education requirement here.","Applicants will be assessed against Qualification Requirements (i.e. education, language(s), certification(s), experience etc.)."
856267600,https://www.usajobs.gov/job/856267600,"Information Technology (Cyber Security, IT Data Specialist, IT Engineer) (STEM)",Department of Defense,Department of Defense,GG,GG,2026,no_education,"The education field is empty, and the qualifications summary only gives generic assessment language about education, language, certifications, and experience without stating any degree is required. There is no explicit education requirement here.","Applicants will be assessed against Qualification Requirements (i.e. education, language(s), certification(s), experience etc.)."
856267700,https://www.usajobs.gov/job/856267700,"JAN 2026 IT CAREER FIELD: IT Mission Support, IT Specialist (NON STEM)",Department of Defense,Department of Defense,GG,GG,2026,no_education,"The education field is empty, and the qualifications summary only gives generic assessment language about education, language, certifications, and experience without stating any degree is required. There is no explicit education requirement here.","Applicants will be assessed against Qualification Requirements (i.e. education, language(s), certification(s), experience etc.)."
856267800,https://www.usajobs.gov/job/856267800,"JAN 2026 IT Career Field: IT Mission Support, IT Specialist GG 15 (Non STEM)",Department of Defense,Department of Defense,GG,GG,2026,no_education,"The education field is empty, and the qualifications summary only gives generic assessment language about education, language, certifications, and experience without stating any degree is required. There is no explicit education requirement here.","Applicants will be assessed against Qualification Requirements (i.e. education, language(s), certification(s), experience etc.)."
856267900,https://www.usajobs.gov/job/856267900,"Research Engineer/Scientist, Agent Security",Department of Commerce,Department of Commerce,ZP,ZP,2026,no_education,"The posting explicitly says qualifications are based on specialized experience only and that education cannot be used to qualify. The qualifications summary also requires experience at each grade level, with no degree requirement stated.",Qualifications are based upon meeting specialized experience only. Education cannot be used to qualify for this position.
855963600,https://www.usajobs.gov/job/855963600,IT SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,DS,DS,2026,no_education,"The posting qualifies candidates based on specialized experience at the GS-11/12 level and cites OPM 2210 Alternative A, which allows experience instead of a degree. No degree is stated as mandatory.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-11/12) grade level or pay band in the Federal service or equivalent experience in the private or public sector.
856042600,https://www.usajobs.gov/job/856042600,LEAD IT SPECIALIST (APPSW),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting requires specialized experience and explicitly says education is not substitutable for experience at this grade level. There is no degree requirement that must be met in lieu of experience.,Education is not substitutable for specialized experience at this grade level.
856075900,https://www.usajobs.gov/job/856075900,IT SPECIALIST (INFOSEC/SYSADMIN),Department of the Navy,Department of the Navy,GG,GG,2026,no_education,"The qualifications section lists only experience-based requirements and competencies, with no statement that a degree is mandatory. The 2210 posting references the professional work category and experience qualifications, which indicates an experience path rather than an education requirement.","Applicants must have directly applicable experience that demonstrates the possession of knowledge, skills, abilities, and competencies necessary for immediate success in the position."
856295800,https://www.usajobs.gov/job/856295800,IT Strategy and Vendor Management Lead,General Services Administration,General Services Administration,GS,GS,2026,no_education,"The posting qualifies applicants by specialized IT experience at the GS-15 level and does not state any degree is required. The education field is empty, and the qualifications section contains only experience requirements.","To qualify, you must have at least one year of specialized experience equivalent to the GS-14 level or higher in the Federal service."
856298300,https://www.usajobs.gov/job/856298300,IT SPECIALIST (SYSANALYSIS),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting allows qualification by specialized experience at GS-11 and GS-12, and the education language is an optional substitution path for GS-11 only; GS-12 explicitly says there are no educational substitutions. This means no grade requires a degree with no experience-only alternative.",GS-12: There are no educational substitutions for specialized experience for GS-12.
856305800,https://www.usajobs.gov/job/856305800,IT SPECIALIST (NETWORK),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting allows qualification through experience at the listed grades, and the education language is phrased as substitution options or optional education paths rather than a mandatory degree requirement. The reference to OPM Alternative A and phrases like 'may be substituted' indicate no grade where a degree is strictly required.","Substitution of Education for Specialized Experience - For the GS-5 level, a 4-year course of study leading to a bachelor's degree may be substituted for the experience requirements."
856307400,https://www.usajobs.gov/job/856307400,IT SPECIALIST (INFOSEC),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,The education language is an optional qualification path (“If you are using Education to qualify for this position”) and explicitly allows qualification by experience or training in the qualifications section. That means no degree is strictly required.,"If you are using Education to qualify for this position, Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree"
856310100,https://www.usajobs.gov/job/856310100,IT CYBERSECURITY SPECIALIST (INFOSEC/SYSADMIN),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly says there is no education substitution at GG-13, and the qualifications are based on IT-related experience and competencies. Since experience is the only stated qualification path, there is no degree requirement.",There is no substitution of education for the qualifying experience at the GG-13 grade level.
856310400,https://www.usajobs.gov/job/856310400,Information Technology Specialist,Department of Justice,Department of Justice,GS,GS,2026,no_education,"The posting lists only experience-based basic and specialized requirements for GS-12, with no degree requirement in the education field or qualifications summary. A bachelor’s degree is not required to qualify.","Basic Requirement Information Technology experience demonstrating each of the following competencies: Attention to Detail, Customer Service, Oral Communication and Problem Solving."
856317600,https://www.usajobs.gov/job/856317600,College Intern Program (Information Technology),Department of Homeland Security,Department of Homeland Security,GS,GS,2026,no_education,"This is an internship for students and requires coursework/credit hours and GPA, not a degree as a mandatory qualification. The education field only contains accreditation and transcript submission instructions, which are boilerplate and do not establish a degree requirement.",Undergraduate Students Earned at least 60 semester hours by the time of application. (Must supply all transcripts)
856319700,https://www.usajobs.gov/job/856319700,Supervisory IT Specialist (Network),Department of State,Department of State,GS,GS,2026,no_education,"The posting explicitly states that education does not apply, and the qualifications section says there is no substitute of education for the required specialized experience. The position can be qualified through IT-related experience only.",Education requirements do not apply to this vacancy announcement.
856321000,https://www.usajobs.gov/job/856321000,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2026,no_education,"The posting describes qualification entirely in terms of experience and explicitly points to the 2210 Alternative A standard, which allows experience or education. There is no grade where a degree is strictly required.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
856321200,https://www.usajobs.gov/job/856321200,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2026,no_education,"The posting allows qualification through specialized experience and references OPM Alternative A, which permits experience or education; no degree is required with no experience-only alternative. The education field is empty and the qualifications section describes an experience-based path at GS-13.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
856324100,https://www.usajobs.gov/job/856324100,SUPV IT SPEC (PLCYPLN),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting explicitly states there is no education requirement, and the qualifications section allows experience, education, and/or training rather than requiring a degree. Nothing says a degree is mandatory at any grade level.",Education requirements: None
856325300,https://www.usajobs.gov/job/856325300,INFORMATION TECHNOLOGY SPECIALIST (ENTARCH),Department of the Navy,Department of the Navy,GG,GG,2026,no_education,The posting requires IT-related experience and says bachelor's degree or equivalent experience at minimum; it does not state that a degree is mandatory with no experience-only alternative. The education language is generic CES/Cyber Excepted Service wording and the qualifications section is experience-based.,"At a minimum, all CES employees in the Professional Work Category require a bachelor's degree or equivalent experience. Some groups in this category, however, may have a positive education requirement that cannot be replaced with experience, such as a requirement for a particular type or level of an academic degree."
856328200,https://www.usajobs.gov/job/856328200,Supervisory IT Specialist (Policy and Planning),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2026,no_education,"The posting explicitly states that education cannot be substituted for experience at the grade level(s) of this announcement, and the qualifications section shows the position is met through specialized experience only. No degree is required.",There is no substitution of education for experience at the grade level(s) of this announcement.
856332000,https://www.usajobs.gov/job/856332000,IT Specialist (Sysadmin),Other Agencies and Independent Organizations,Other Agencies and Independent Organizations,GS,GS,2026,no_education,The qualifications section states the basic requirement is IT-related experience and then lists GS-12 specialized experience; there is no degree requirement anywhere in the posting. The empty education field provides no additional requirement.,"Basic Requirement for the Information Technology Specialist, GS-2210 occupation: You must have Information Technology (IT) related experience demonstrating each of the following competencies"
856335500,https://www.usajobs.gov/job/856335500,ITSPEC (NETWORK) (Title 32),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The qualifications rely on general and specialized experience, and the education language is only part of OPM Alternative A / optional experience-or-education wording. There is no grade level here where a degree is strictly required with no experience-only alternative.",SPECIALIZED EXPERIENCE: 1-year specialized experience equivalent to at least the next lower grade.
856335900,https://www.usajobs.gov/job/856335900,IT CYBERSECURITY SPECIALIST (INFOSEC),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting explicitly states there is no education requirement, and the qualifications section allows experience and/or training rather than requiring a degree. There is no grade level where a degree is strictly mandatory.",Education requirements: None
856341300,https://www.usajobs.gov/job/856341300,IT CYBERSECURITY SPECIALIST (CUSTSPT/INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly says there is no education substitution at GG-12, but the qualifications are based on IT-related experience and one year of qualifying experience; no degree is required.",There is no substitution of education for the Qualifying Experience at the GG-12 grade level.
856344600,https://www.usajobs.gov/job/856344600,IT SPECIALIST (NETWORK)(TITLE 32),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting offers education only as an alternative path (“In lieu of specialized experience”) and repeatedly allows qualification through experience, education, or a combination. That means there is no grade level where a degree is strictly required with no experience-only option.","In lieu of specialized experience, you may qualify with the following education or combination of both education and experience:"
856360600,https://www.usajobs.gov/job/856360600,SUPV IT SPECIALIST (CUSTSPT),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly says there is no education substitution at GG-13, and the qualifications section requires qualifying experience at that grade level. Since the position can be qualified through experience and does not require a degree, this is no_education.",There is no substitution of education for the qualifying experience at the GG-13 grade level.
856361800,https://www.usajobs.gov/job/856361800,IT SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,NT,NT,2026,no_education,"The posting requires specialized experience and cites OPM 2210 Alternative A, which allows experience qualifications rather than a mandatory degree. The education field is empty and there is no statement that a degree is required with no experience alternative.",Your resume must demonstrate at least one year of specialized experience equivalent to the next lower grade level NT-04 (GS-11/12 equivalent) or pay band in the federal service or equivalent experience in the private or public sector
856362800,https://www.usajobs.gov/job/856362800,IT CYBERSECURITY SPECIALIST (NETWORK/INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly states that education cannot be substituted and that qualification is based on experience only at GG-12. Since there is no grade where a degree is strictly required, this is not an education requirement.",There is no substitution of education for the qualifying experience at the GG-12 grade level.
856392100,https://www.usajobs.gov/job/856392100,Technical Solutions Architect (ServiceNow Cyber) #5374,Legislative Branch,Legislative Branch,AD,AD,2026,no_education,"The posting allows an equivalent combination of education and work experience, so a degree is not strictly required. The qualifications summary also states the position is qualified by required work experience.","Bachelor's degree in computer science, Information Technology, Engineering, or an equivalent combination of education and work experience."
856404300,https://www.usajobs.gov/job/856404300,Supervisory IT Specialist (Plcypln),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2026,no_education,"The posting explicitly says there is no educational substitution at this grade level, and the qualifications section allows eligibility through either education or experience. Because experience alone is an alternative path, no degree is strictly required.",This standard allows eligibility through meeting either the requirements specified in the section titled Education or the requirements specified in the section titled Experience.
856327200,https://www.usajobs.gov/job/856327200,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2026,no_education,"The qualifications section is based on IT experience and explicitly refers to OPM Alternative A, which allows experience or education. There is no statement that a degree is strictly required, only that experience can qualify.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
856327400,https://www.usajobs.gov/job/856327400,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2026,no_education,"The posting qualifies applicants through specialized experience and explicitly references OPM Alternative A, which allows experience or education rather than requiring a degree. There is no statement that a degree is mandatory at any grade level.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
856331600,https://www.usajobs.gov/job/856331600,Supervisory IT Specialist (PLCYPLN/INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The qualifications section requires specialized experience at the GS-14 level and references the 2210 Alternative A standard, which allows experience or education. There is no statement that a degree is mandatory.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-14 grade level or pay band in the Federal service or equivalent experience in the private or public sector.
856340800,https://www.usajobs.gov/job/856340800,SUPV IT CYBERSECURITY SPECIALIST (INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly states that education cannot substitute for experience at the GG-13 level, and the qualifications are based on one year of qualifying IT-related experience. There is no grade level here where a degree is strictly required.",There is no substitution of education for the qualifying experience at the GG-13 grade level.
856359800,https://www.usajobs.gov/job/856359800,SUPERVISORY INFORMATION TECHNOLOGY SPECIALIST (SYSADMIN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting requires specialized experience for GS-13 and explicitly says there are no educational substitutions for specialized experience at that grade. The qualifications also point to experience-based qualification standards, so no degree is strictly required.",GS-13: There are no educational substitutions for specialized experience for GS-13.
856370500,https://www.usajobs.gov/job/856370500,IT SPECIALIST (APPSW),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting allows qualification through specialized experience, and the education language is presented as an optional substitution path rather than a mandatory degree requirement. The qualifications summary also says that combinations of education and experience may be sufficient, which confirms there is no grade level where a degree is strictly required.",Substitution of Education for Experience: **Combination of education and experience is not applicable for this Job Series.** You Must submit Transcripts in order to substitute education for experience.
856407800,https://www.usajobs.gov/job/856407800,Supervisory Information Technology (IT) Specialist NF-04,Department of the Army,Department of the Army,NF,NF,2026,no_education,"This posting allows qualification by experience, intensive training/IT certification, or a combination, and the education path is optional rather than mandatory. The education field only describes what to upload if substituting education for experience, not a required degree.","If you are substituting education for experience, transcripts/certifications must be uploaded with your application packet for validation purposes."
856414600,https://www.usajobs.gov/job/856414600,SUPERVISORY IT SPECIALIST (PLCYPLN)/IDAM ART PRODUCT MANGER,Department of the Navy,Department of the Navy,DP,DP,2026,no_education,"The posting qualifies solely through specialized experience at the GS-13 level, and the education field is empty. The reference to the 2210 Alternative A standard is experience-based and does not create a degree requirement.",Your resume must also demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or pay band DP-03 in the Federal service or equivalent experience in the private or public sector.
856448800,https://www.usajobs.gov/job/856448800,"Deputy Assistant Administrator, Information Systems Division",Department of Justice,Department of Justice,ES,ES,2026,no_education,The posting only says education may be used if desired and focuses on ECQs/TQs and experience; it does not state that a degree is strictly required to qualify. The education line is optional/boilerplate rather than an education requirement.,Desired Education: Undergraduate or Graduate Education or equivalent experience.
856451100,https://www.usajobs.gov/job/856451100,IT CYBERSECURITY SPECIALIST (SYSANALYSIS/INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly states there is no education substitution at GG-13 or GG-14, and the qualifications section is entirely experience-based. Since no degree is required and applicants qualify by experience, this is no_education.",There is no substitution of education for the qualifying experience at the GG-13 or GG-14 grade levels.
856453400,https://www.usajobs.gov/job/856453400,Information Technology Specialist (SECURITY),Department of the Army,Department of the Army,GS,GS,2026,no_education,"The posting allows qualification through specialized experience, and the education option is presented as an alternative ('OR Education'). That means a degree is not strictly required.",OR Education: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree
856456300,https://www.usajobs.gov/job/856456300,IT Specialist (INFOSEC),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting explicitly says education cannot be used instead of specialized experience, so there is no grade level where a degree is required. Qualification is based on specialized experience only.",Substitution of education may not be used in lieu of specialized experience for this grade level.
856458800,https://www.usajobs.gov/job/856458800,Supervisory IT Specialist,Department of Agriculture,Department of Agriculture,GS,GS,2026,no_education,The posting says GS-15 is qualified by specialized experience and explicitly states that education cannot be used to qualify at that level. There is no grade level here where a degree is strictly required with no experience-only alternative.,THE SUBSTITUTION OF EDUCATION IS NOT QUALIFYING FOR THE GS-15 LEVEL.
856460500,https://www.usajobs.gov/job/856460500,IT Specialist (SYSADMIN/CUSTSPT),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting states that education cannot be used instead of specialized experience for this grade level, and the qualifications section qualifies candidates solely through specialized experience. There is no grade where a degree is strictly required.",Substitution of education may not be used in lieu of specialized experience for this grade level.
856461200,https://www.usajobs.gov/job/856461200,IT Specialist (CUSTSPT),Department of Defense,Department of Defense,GS,GS,2026,no_education,"This posting allows qualification by specialized experience at both GS-09 and GS-11, and the education language is presented as an optional alternative/combination path rather than a mandatory degree-only requirement. The degree statements do not eliminate the experience route.","To qualify for an IT Specialist (CUSTSPT) your resume and supporting documentation must support: A. Specialized Experience: One year of specialized experience that equipped you with the particular competencies to successfully perform the duties of the position, and is directly in or related to this position."
856462000,https://www.usajobs.gov/job/856462000,IT Specialist (CUSTSPT),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting allows qualification by specialized experience at GS-11, and the education language is an alternative path (“in lieu of specialized experience”), not a mandatory degree requirement. Since experience alone qualifies, there is no grade where a degree is strictly required.","To qualify based on education in lieu of specialized experience, applicants must possess: - GS-11: A Ph.D or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or LL.M., if related."
856476400,https://www.usajobs.gov/job/856476400,Solutions Architect/Engineer (ENTARCH),General Services Administration,General Services Administration,GS,GS,2026,no_education,"The posting qualifies at GS-14 through specialized experience and does not state any degree is required. The education field is empty, and the qualifications section only lists experience-based requirements.","To qualify, you must have at least one year of specialized experience equivalent to the GS-13 level or higher in the Federal service"
856479600,https://www.usajobs.gov/job/856479600,Supervisory IT Specialist,Department of Agriculture,Department of Agriculture,GS,GS,2026,no_education,"The posting states that the GS-14 level cannot be qualified by education, and the qualifications section requires specialized experience for GS-14. There is no grade level where a degree is strictly required; education is not a qualifying path here.",THE SUBSTITUTION OF EDUCATION IS NOT QUALIFYING FOR THE GS-14 LEVEL.
856500100,https://www.usajobs.gov/job/856500100,T5 SUPERVISORY IT SPECIALIST (NETWORK),Department of the Army,Department of the Army,GS,GS,2026,no_education,"The posting allows qualification through specialized experience and explicitly treats education as a substitute option for lower grades, not a mandatory degree requirement. There is no grade where a bachelor’s degree or higher is required with no experience-only alternative.",Substitution of Education for specialized experience: Completion of 2 academic years of education in an accredited college or university will satisfy the requirements for GS-4 positions.
856510900,https://www.usajobs.gov/job/856510900,Information Technology Specialist (Systems Analysis),Department of the Army,Department of the Army,GS,GS,2026,no_education,The posting says you qualify by experience and only mentions education as an optional path if you are qualifying based on education. There is no grade level here where a degree is strictly required with no experience-only alternative.,"In order to qualify, you must meet the experience requirements described below."
856512100,https://www.usajobs.gov/job/856512100,Supervisory IT Specialist,Department of Agriculture,Department of Agriculture,GS,GS,2026,no_education,The posting says the GS-14 level cannot be qualified by education and instead requires specialized experience. The qualifications section also states the application must show experience requirements and gives a GS-14 specialized experience requirement.,THE SUBSTITUTION OF EDUCATION IS NOT QUALIFYING FOR THE GS-14 LEVEL.
